reference;name;description;price;image
917;Gel douche Peau sensible - Pack d'huiles essentielles;Votre peau sensible se refait une beauté !Le froid, la pollution, le vent, l'eau calcaire… Tant de facteurs qui rendent votre peau sensible, rougie et tiraillée, des sensations inconfortables et bien difficiles à maîtriser rapidement. Les crèmes, utilisées en trop grande quantité, peuvent faciliter la prolifération de boutons et une sécrétion accrue de sébum. La Compagnie des Sens vous propose un gel douche aux huiles essentielles tout doux. Composé d'une huile végétale et d'une huile essentielle, il va réparer votre peau et la protéger de l'environnement.Pour faire vous-même votre mélange, ce pack contient :1 flacon d'huile essentielle BIO de Lavande Vraie - 5mL1 flacon d'huile végétale BIO d'Argan - 50mL1 flacon de gel moussant neutre - 250 ml Offert : 1 flacon vide de 50 ml et sa capsule de service pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flaconEnvie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;16,5;www.compagnie-des-sens.fr/1938-home_default/gel-douche-peau-sensible-pack-d-huiles-essentielles.jpg
919;Gel douche énergisant - Pack d'huiles essentielles;Des matins toniques grâce aux huiles essentielles !Il est parfois bien difficile d'abandonner notre lit douillet quand vient le doux son du réveil, qui sonne toujours bien trop tôt. La flemme nous envahit, on se met à rêver à 5 petites minutes de sommeil supplémentaires, qui se transforment en une demi-heure, et voilà comment on se retrouve en retard ! Pour remédier à cela, la Compagnie des Sens vous fait commencer la journée en beauté en vous faisant profiter d'un réveil tonique et stimulant grâce à son gel douche aux huiles essentielles. Composé de deux huiles essentielles connues pour leurs vertus tonifiantes, ce gel douche éveille vos sens et vous motive pour une journée pleine de nouveaux défis. Après tout, le monde appartient à ceux qui se lèvent tôt et utilisent les huiles essentielles !Pour faire vous-même votre mélange, ce pack contient :1 flacon d'huile essentielle BIO de Menthe Poivrée - 5mL1 flacon d'huile essentielle BIO d'Epinette Noire - 5mL1 flacon de gel moussant neutre - 250 ml Offert : 1 flacon vide de 50 ml et sa capsule de service pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flacon;13,5;www.compagnie-des-sens.fr/1943-home_default/gel-douche-energisant-pack-d-huiles-essentielles.jpg
921;Gel douche extra-doux pour enfants - Pack d'huiles essentielles;Bambin prend son bain, et il aime bien !Les enfants ont une peau fragile et fine, qu'il est important de protéger. La plupart des produits de douche contiennent beaucoup de composés chimiques, qui peuvent à long terme déclencher une sensibilisation et des allergies chez nos bambins. La Compagnie des Sens dit stop et vous propose un gel douche aux huiles essentielles adapté aux enfants ! En ajoutant quelques gouttes d'huile essentielle et d'huile végétale, le gel moussant neutre devient un gel bain douche tout doux, parfumé et protecteur cutané. Allez hop, à l'eau !Pour faire vous-même votre mélange, ce pack contient : 1 flacon d'huile essentielle BIO d'Ylang Ylang III - 5mL1 flacon d'huile végétale BIO de Noyaux d'Abricot - 50mL1 flacon de gel moussant neutre - 250 ml Offert : 1 flacon vide de 50 ml et sa capsule de service pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flaconEnvie de connaitre le rôle de chaque huile essentielle dans cette synergie ? Cliquez ici.;14,9;www.compagnie-des-sens.fr/1948-home_default/gel-douche-extra-doux-pour-enfants-pack-d-huiles-essentielles.jpg
923;Gel douche aux agrumes - Pack d'huiles essentielles;Plongez dans la fraîcheur des agrumes ! Quand on parle d'agrumes, on pense fraîcheur, été, fruits gorgés de soleil et de vitamines. Eh bien il est temps d'inviter ces fruits à la douche, pour profiter de tous leurs bienfaits et de leur odeur exquise ! La Compagnie des Sens vous propose un gel douche frais et acidulé grâce au Citron et au Pamplemousse, qui révèlent toute leur profondeur grâce à la petite touche anisée offerte par le Basilic. Tout ça rien que pour vous ! Profitez pleinement des saveurs estivales de ce gel douche aux huiles essentielles, qui invite le soleil dans votre salle de bain !Pour faire vous-même votre mélange, ce pack contient : 1 flacon d'huile essentielle BIO de Citron - 5mL 1 flacon d'huile essentielle BIO de Pamplemousse - 5mL 1 flacon d'huile essentielle BIO de Basilic - 5mL 1 flacon de gel moussant neutre - 250 mL Offert : 1 flacon vide de 50 ml et sa capsule de service pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flacon;17,1;www.compagnie-des-sens.fr/1953-home_default/gel-douche-aux-agrumes-pack-d-huiles-essentielles.jpg
926;Huile à barbe nourrissante - Pack d'huiles essentielles;Ayez le poil soyeux grâce à votre huile à barbe !Messieurs, de nos jours votre barbe est l'un de vos meilleurs atouts séduction ! Une étude menée par des chercheurs néo-zélandais le prouve : les femmes sont plus attirées par les hommes barbus. Il est donc temps pour vous de profiter de cet atout majeur et de dompter votre belle barbe, qu'elle soit bien fournie à la bûcheron ou hipster, ou qu'il s'agisse d'une barbe plus casual de 5 jours.La Compagnie des Sens vient à votre secours pour sublimer votre pilosité faciale avec cette synergie d'huiles essentielles et végétales. Ces huiles vont adoucir les poils, faciliter et fortifier leur pousse, tout en favorisant une croissance sur une peau saine et propre. En prime, profitez d'une odeur douce et légère. Sortez du lot, faites de votre barbe un atout majeur en prenant soin d'elle, elle vous le rendra bien !Ce pack contient les huiles nécessaires pour faire soi-même ce mélange :1 flacon d'huile essentielle BIO de Patchouli - 5 mL1 flacon d'huile essentielle BIO de Cèdre de l'Atlas- 5 mL1 flacon d'huile végétale BIO de Ricin - 50 mL1 flacon d'huile végétale BIO de Jojoba - 50 mL Offert : 1 flacon vide de 50mL pour faire son mélange  Offert : 1 étiquette vierge pour personnaliser son flaconEnvie de connaitre le rôle de chaque huile essentielle dans cette synergie ?;17,304;www.compagnie-des-sens.fr/1973-home_default/huile-a-barbe-nourrissante-pack-d-huiles-essentielles.jpg
931;Box Diffusion Nomade;La clé USB porteuse de sérénité !Un diffuseur petit et pratique accompagné de deux huiles essentielles aux propriétés indispensables pour le quotidien. En diffusion, l'huile essentielle de Petit Grain Bigarade possède des propriétés relaxantes et de-stressante. L'huile essentielle de Ravinsara, quand à elle, permet de chasser les microbes de la pièce : idéal pour ne pas attraper la grippe de votre voisin !Les trésors de la box :un diffuseur Keylia, un flacon de 5 ml d’huile essentielle de Ravinstaraun flacon de 5ml d’huile essentielle de Petit Grain Bigarade.  Offert : un joli pochon, Offert : des fiches techniques sur les huiles essentielles;24,9;www.compagnie-des-sens.fr/633-home_default/box-diffusion-nomade.jpg
932;Sport Box;On vous a préparé le top du top des huiles indispensables aux sportifs ! Vous êtes du genre à rentrer du sport tout cassé ? Et être tout courbaturé le lendemain ? Vous souffrez de crampes ou de douleurs musculaires ? Peut-être souhaitez vous simplement améliorer vos compétences sportives ou préparer vos muscles pour l'effort. Et bien la Compagnie des Sens a regroupé dans cette box toutes les huiles pouvant répondre à ces préoccupations !Les trésors de la box :- Une huile de massage à faire soi-même : "préparation et récupération sportive"- 5 huiles essentielles indispensables aux maux des sportifs Offert : 1 flacon spray pour réaliser votre huile de massage Offert : 1 étiquette pour personnaliser votre flacon Offert : 2 jolis pochons Offert : 1 fiche recette massage;24,9;www.compagnie-des-sens.fr/634-home_default/sport-box.jpg
933;Love Box "Beaucoup";Improvisez-vous masseur !Vous avez envie de vous offrir ou d'offrir une (ou plus) soirée en amoureux ? Un tête à tête romantique et sensuel ? Vous avez bien raison ! Ces moments détentes à deux sont des instants précieux dont on aime se souvenir. Idéal pour vos soirées romantique, ce coffret regroupe 2 huiles de massage sensuel (et un peu aphrodisiaque aussi  ) à faire soi-même.Chacun son tour, vous pourrez donc faire plaisir à votre partenaire avec un massage sensuel approprié. Un moment dédié à votre bien-aimé(e) et un moment pour vous. Mais le plus important, c'est un moment passé ensemble. Les trésors de la Box :Huile de massage sensuel homme à faire soi-même Huile de massage sensuel femme à faire soi-même Offert : 2 fiches recettes massage sensuel homme et massage sensuel femme Offert : 2 flacons spray pour utiliser vos huiles de massage Offert : 2 étiquettes vierges pour personnaliser ses flacons Offert : 2 jolis pochons  ;39,9;www.compagnie-des-sens.fr/945-home_default/love-box-beaucoup.jpg
934;Box Cosmétiques maison;Fabriquez vos cosmétiques naturels grâce huiles essentielles et végétales !Envie d'une routine beauté naturelle pour rendre votre beau plus belle ? En quelques minutes, réalisez vos cosmétiques BIO chez vous et en toute simplicité. Cette box contient 7 produits pour réaliser en quelques minutes 3 recettes pour prendre soin de soi : un démaquillant biphasé, un gommage corporel et un bain relaxant anti-stress ! Un trio complet pour transformer votre salle de bain en institut de beauté !Nos experts ont sélectionné les huiles de cette box avec grand soin pour améliorer votre quotidien. Retrouvez un teint éclatant et hydraté grâce aux huiles végétales de Coco et de Noyaux d'Abricot, associées à l'huile végétale de Ricin. Leurs vertus cosmétiques sont renforcées par les huiles essentielles : le Petit Grain Bigarade, la référence anti-stress, mais aussi la Bergamote sans Bergaptène et la Lavande Fine pour leur odeur mais aussi leurs propriétés. Cette box n'aurait pas été complète sans le sel d'Epsom, l'incontournable des spas !Les trésors de la Box :3 huiles essentielles et leur fiche technique3 huiles végétales et leur fiche technique1 sachet de sel d'Epsom et sa fiche technique Offert : 1 Condensé d'aromathérapie regroupant nos 200 recettes à réaliser soi-même  Offert : 1 flacon vide et une étiquette vierge pour faire son mélange et le personnaliser Offert :  3 fiches recettes papier pour réaliser votre démaquillant, votre gommage et votre bain relaxant Offert : 1 joli pochon de La Compagnie des Sens;32,9;www.compagnie-des-sens.fr/636-home_default/box-3-recettes-cosmetiques-maison.jpg
935;L'incontournable Box;Offrez les huiles incontournables !Etre équipé en aromathérapie, ce n'est pas toujours simple : quelles huiles ? quelles vertus ? quelles utilisations ?Ce coffret-cadeau est la solution face au doute : il regroupe les huiles essentielles absolument incontournables pour la vie quotidienne ! Maux d'hiver, bobos des enfants, stress, sport, digestion, problèmes de peau... vous serez littéralement équipé pour faire face à toutes les épreuves ! C'est aussi une bonne occasion de s'initier en détails avec les huiles les plus utiles au jour le jour !Les trésors de la Box :15 huiles essentielles et leur fiche technique 1 huile végétale et sa fiche technique1 Condensé d'aromathérapie, regroupant nos 200 recettes d'aromathérapie à réaliser soi-même   Offert : 5 flacons vides pour faire ses mélanges Offert :  5 étiquettes vierges pour personnaliser ses flacons Offert : 2 jolis pochons ;64,9;www.compagnie-des-sens.fr/637-home_default/l-incontournable-box.jpg
936;Box Découverte des huiles végétales;Nous avons regroupé les huiles végétales les plus indispensables !Vous avez envie de découvrir les huiles végétales ? Nous nous sommes creusés la tête à nous demander lesquelles étaient absolument nécessaires pour prendre soin de soi, faire un peu de cocooning ou traîter un mal quelconque. Nous sommes finalement tombés d'accord sur un assortiment de 5 huiles que nous vous proposons donc en coffret.  Offert : 1 joli pochon;29,5;www.compagnie-des-sens.fr/638-home_default/box-decouverte-des-huiles-vegetales.jpg
937;Box Huiles Végétales Addict;Une Box complète pour découvrir tous les bienfaits des huiles végétales :Les huiles végétales sont autant indispensables en aromathérapie qu’en cosmétique ! Chacune des huiles végétales possède des bienfaits que vos proches pourront facilement apprendre à utiliser.Cette Box conviendra parfaitement à tous les fans d'aromathérapie ou de cosmétiques faits maison bio. Il leur permettra de réaliser leurs huiles de massage relaxantes, leurs huiles apaisantes après le sport, leurs démaquillants, leurs soins capillaires, et bien d’autres ! Associé aux huiles essentielles, elles deviendront incontournables dans leur vie quotidienne. Chaque huile végétale est envoyée avec une fiche technique qui détaille ses propriétés, ses méthodes et ses précautions d’utilisation. Les trésors de la box :10 huiles végétales &amp; macérats huileux BIO et leur fiche technique  Offert : 1 joli pochon;59,9;www.compagnie-des-sens.fr/949-home_default/box-huiles-vegetales-addict.jpg
938;Box Zen;Offrez du bien-être en flaconLes moments de relaxation, c'est rare et précieux, mais nécessaire pour notre bien-être. Or, c'est souvent compliqué de trouver le temps ou de faire la démarche d'aller cultiver sa "zen-attitude".Ce coffret-cadeau est donc l'occasion d'offrir à ceux que vous aimez cette opportunité de détente, pour prendre soin d'eux et relaxer corps et esprit... le temps d'un petit massage ou d'une séance de méditation, grâce au pouvoir des huiles essentielles, notamment la Camomille Romaine, rare et relativement chère, mais si précieuse pour vous aider à vous relaxer.Les trésors de cette box :1 huile de massage relaxation &amp; bien-être à faire soi-même1 synergie méditation à diffuser5 huiles essentielles et leur fiche technique2 huiles végétales et leur fiche technique1 diffuseur Kelia Offert : 1 flacon spray et 1 flacon vide pour faire vos mélanges Offert : 2 étiquettes vierges pour personnaliser vos flacons Offert : 2 jolis pochons Offert : 1 fiche recette massage Offert : 1 fiche recette synergie à diffuser;69,9;www.compagnie-des-sens.fr/640-home_default/box-zen.jpg
939;Cocoon Box;Offrez un instant cocooning et détente à vos proches :Que ce soit notre copine, notre maman, notre tante, toutes les femmes adorent s’offrir des instants « cocooning » (pour ceux qui ne verraient pas, c'est quand la salle de bain reste occupée 2h le samedi matin !). Ces moments détentes sont l’idéal pour se ressourcer et prendre soin de sa peau et de ses cheveux.Plus original qu’une journée dans un spa (et plus économique), surprenez vos proches en leur offrant ce coffret qui leur permettront de se relaxer chaque semaine grâce à trois massages relaxant différents : massage relaxant et hydratant du cuir chevelu, massage tonifiant et nourrissant du visage et massage ressourçant des pieds.Les trésors de la box :Huile de Massage hydratant et tonifiant pour le visage à faire soi-mêmeHuile de Massage du cuir chevelu à faire soi-mêmeHuile de Massage ressourçant pour les pieds à faire soi-même Offert : 3 fiches recettes pour faire ses huiles de massages Offert : 3 flacons spray  pour faire ses mélanges  Offert  : 3 étiquettes vierges pour personnaliser ses flacons Offert : 3 jolis pochons de La Compagnie des Sens;54,9;www.compagnie-des-sens.fr/641-home_default/cocoon-box.jpg
940;Love Box "Passionnément";Pour une soirée cocoon à deux... en amoureux ! Oublions les clichés de la Saint Valentin : pas besoin de sortir le grand jeu pour passer un bon moment en amoureux, n'est-ce pas ? La Compagnie des Sens vous propose une petite diffusion d'ambiance très cocoon pour transformer votre diner aux chandelle en véritable moment de qualité. Ambiance relax à deux garantie grâce à notre love box Passionnément (ah, l'effeuillage de marguerite, c'est beau !) : il n'y a pas de plus belle déclaration que d'offrir à l'autre le nécessaire pour se détendre (seul ou avec vous &lt;3) chez soi, en diffusant une ambiance saine et naturelle et aux senteurs fleuries, boisées, épicées et acidulées. Bref, une véritable métaphore de votre amour passionné !Les trésors de la Box :Mélange d'huiles essentielles Ambiance Cocoon à diffuser Diffuseur Bao Offert : 1 fiche recette diffusion Ambiance Cocoon Offert : 1 flacon vide 10ml pour préparer votre synergie  Offert : 1 étiquette vierge pour personnaliser votre flacon Offert : 1 joli pochon  Offert : les frais de port;66;www.compagnie-des-sens.fr/946-home_default/love-box-passionnement.jpg
942;Love Box "A la Folie";On se détend en amoureux ! Que serait une soirée en amoureux sans une ambiance propice à l'amour ? Pour un moment à deux, il ne faut pas lésiner sur les moyens ! Lumières tamisées, bougies, massages et senteurs sont de circonstances... sans oublier vos huiles essentielles, bien sûr !Toi + Moi + Love-Box "A la folie" = soirée love réussie ! Vous aurez le choix entre massages pour lui comme pour elle, accompagnés d'une diffusion d'huiles essentielles cocoon pour vous mettre (encore plus) dans une ambiance sensuelle. Les trésors de la Box :Huile de massage sensuel homme à faire soi-même Huile de massage sensuel femme à faire soi-mêmeMélange d'huiles essentielles "ambiance Cocoon" à faire soi-même et à diffuserDiffuseur Kaori Offert : 3 fiches recettes massage sensuel homme, massage sensuel femme et diffusion cocoon Offert : 2 flacons spray pour utiliser vos huiles de massage  Offert : 1 flacon vide pour votre mélange à diffuser Offert : 3 étiquettes vierges pour personnaliser ses flacons Offert : les frais de port;99,9;www.compagnie-des-sens.fr/643-home_default/love-box-a-la-folie.jpg
943;Box Diffusion Sérénité & Bien-être;Bien plus qu'un simple cadeauIdéal pour découvrir les bienfaits des huiles essentielles, la box diffusion sérénité &amp; bien-être est un cadeau innovant et porteur de bien-être. Composé d'un diffuseur Cozy (blanc ou noir), au design raffiné et discret et d'une synergie d'huiles essentielles à préparer vous même pour une diffusion relaxante et propice à la méditation qui fera le bohneur de vos proches.Les trésors de la Box :un diffuseur Cozy blanc ou noir1 flacon d'huile essentielle d'Encens - 5mL1 flacon d'huile essentielle de Basilic - 5mL1 flacon d'huile essentielle de Mandarine Verte - 5mL Offert : un joli pochon, Offert : des fiches techniques sur les huiles essentielles,  Offert : 1 fiche tutorielle pour réaliser la synergie méditation à diffuser, Offert : un flacon vide pour conserver cette synergie;29;www.compagnie-des-sens.fr/646-home_default/box-diffusion-serenite-bien-etre.jpg
944;Pack de 5 flacons vides - 10 mL;Lot de 5 flacons en verre ambré contenance 10 mL (avec codigouttes et bouchons) Ces flacons vous permettront de réaliser vos propres recettes et de conserver vos huiles essentielles et végétales en toute sécurité, à l'abri de l'air et de la lumière. Grâce au codigoutte intégré, vous pourrez ensuite doser goutte à goutte vos préparations en fonction de leur utilisation :Pour les appliquer sur la peau et bénéficier d'un effet apaisant, antispasmodique, antiseptique, anti-inflammatoire...Pour les ingérer en les déposant sur un comprimé neutre, un sucre ou dans une cuillère d'huile végétale alimentaire ; Pour les déposer dans le diffuseur de votre choix et profiter de tous leurs bienfaits.En prime, de belles étiquettes adhésives à compléter pour personnaliser vos flacons !;3,396;www.compagnie-des-sens.fr/1256-home_default/pack-de-cinq-flacons-vides-dix-ml.jpg
945;TEST CLEM;;1;
946;Flacon vide avec capsule de service - 50 mL;Flacon vide avec capsule service de 50mL en plastique transparent (PET) Ce flacon vous permettra de réaliser vos propres recettes de shampoing naturel, de soin capillaire ou encore de gel douche aux huiles essentielles. Très solide, ce petit contenant est idéalement pensé pour emmener la quantité suffisante de vos produits en weekend ou dans l'avion. Sa capsule service dispense pile la bonne dose de produit une fois sous la douche. Parfait pour ne pas gaspiller votre précieux mélange !Caractéristiques :En PET cristal transparent (solide et résistant aux chocs)Ne contient ni bisphénol, ni phtalate, ni alkylphénolFabriqué en EuropeTransportable (même en bagage cabine !) sans risque avec son capuchon en plastiquePrécautions d'utilisation :Ne convient pas au stockage d'huiles essentielles pures.Nettoyage à l'eau chaude savonneuseDésinfection à l'alcool et séchage à l'air libreNe pas stocker à une chaleur supérieure à 40°C et éviter l'exposition directe au soleil.;1,248;www.compagnie-des-sens.fr/1404-home_default/flacon-vide-avec-capsule-de-service-cinquante-ml.jpg
947;Flacon vide avec capsule de service - 100 mL;Flacon vide avec capsule service de 100mL en plastique transparent (PET) Ce flacon vous permettra de réaliser vos propres recettes de shampoing naturel, de soin capillaire ou encore de gel douche aux huiles essentielles. Très solide, ce petit contenant est idéalement pensé pour emmener la quantité suffisante de vos produits en weekend ou dans l'avion. Sa capsule service dispense pile la bonne dose de produit une fois sous la douche. Parfait pour ne pas gaspiller votre précieux mélange !Caractéristiques :En PET cristal transparent (solide et résistant aux chocs)Transportable (même en bagage cabine !) sans risque avec son capuchon en plastiqueNe contient ni bisphénol, ni phtalate, ni alkylphénolFabriqué en EuropePrécautions d'utilisation :Ne pas stocker à une chaleur supérieure à 40°C et éviter l'exposition directe au soleil.Ne convient pas au stockage d'huiles essentielles pures.Nettoyage à l'eau chaude savonneuseDésinfection à l'alcool et séchage à l'air libre;2,1;www.compagnie-des-sens.fr/1246-home_default/flacon-vide-avec-capsule-de-service-cent-ml.jpg
948;Flacon pompe vide - 100 mL;Flacon pompe vide 100 mL en plastique transparent (PET) Ce flacon vous permettra de réaliser vos propres recettes et de faciliter leur application grâce à son spray ! Facilement réutilisable, il dispense les préparations cosmétiques fluides. Parfait pour les applications cutanées, il est idéal pour réaliser ses propres produits cosmétiques à base d'huiles végétales, ses parfums d'ambiance ou eaux de toilette, ses brumes rafraichissantes ou d'oreiller ou encore ses sérums capillaires.Caractéristiques :En PET cristal transparent (solide et résistant aux chocs)Transportable (même en bagage cabine !) sans risque avec son capuchon en plastiqueNe contient ni bisphénol, ni phtalate, ni alkylphénol.Fabriqué en Europe.Précautions d'utilisation :     Ne pas stocker à une chaleur supérieure à 40°C et éviter l'exposition directe au soleil.Ne convient pas au stockage d'huiles essentielles pures.Nettoyage à l'eau chaude savonneuseDésinfection à l'alcool et séchage à l'air libre;2,496;www.compagnie-des-sens.fr/1405-home_default/flacon-pompe-vide-cent-ml.jpg
949;Flacon vide - 100 mL;Flacon vide de 100 mL en plastique transparent (PET) Vous ne pouvez plus vous passer de vos remèdes à base d'huiles essentielles et végétales ? Ce flacon est fait pour vous ! Grâce à ses 100mL, il vous permettra de réaliser vos préparations en quantité suffisante pour répondre à toutes vos envies : huiles de massage, cosmétiques faits maison… Vous pourrez aussi l’utiliser tout simplement lors de vos déplacements pour contenir vos gels douches, vos shampoings ou autres. Caractéristiques :En PET cristal transparent (solide et résistant aux chocs)Transportable (même en bagage cabine !) sans risque avec son bouchon en aluminiumNe contient ni bisphénol, ni phtalate, ni alkylphénol.Fabriqué en Europe.Précautions d'utilisation : Ne pas stocker à une chaleur supérieure à 40°C et éviter l'exposition directe au soleil.Ne convient pas au stockage d'huiles essentielles pures.Nettoyage à l'eau chaude savonneuseDésinfection à l'alcool et séchage à l'air libre;1,5;www.compagnie-des-sens.fr/1278-home_default/flacon-vide-cent-ml.jpg
950;Flacon vide - 50mL;Flacon vide de 50mL en plastique transparent (PET)Vous avez de nombreuses idées de mélanges d'huiles essentielles ou végétales à essayer, mais aucun contenant pour les conserver ? Ce flacon de 50mL vous permettra de réaliser vos huiles de massage, vos shampoings aux huiles essentielles, vos soins capillaires en quantité suffisante pour ne pas avoir à refaire votre mélange constamment.Sa petite taille en fait le compagnon de voyage idéal pour alléger votre trousse de toilette. Ces 50mL vous permettront de partir en vacances avec votre shampoing ou gel douche habituel sans avoir à embarquer votre gros bidon. Caractéristiques :    En PET cristal transparent (solide et résistant aux chocs)    Transportable (même en bagage cabine !) sans risque avec son bouchon en aluminium    Ne contient ni bisphénol, ni phtalate, ni alkylphénol    Fabriqué en EuropePrécautions d'utilisation :    Ne pas stocker à une chaleur supérieure à 40°C et éviter l'exposition directe au soleil.    Ne convient pas au stockage d'huiles essentielles pures.    Nettoyage à l'eau chaude savonneuse    Désinfection à l'alcool et séchage à l'air libre;0,65;www.compagnie-des-sens.fr/1406-home_default/flacon-vide-cinquante-ml.jpg
951;3 Flacons vides - 50mL;Lot de 3 flacons vides - 50 mL en plastique transparent (PET) Que ce soit pour réaliser tous vos mélanges d'huiles essentielles et végétales ou pour alléger votre trousse de beauté lors de vos weekends, vous ne pourrez bientôt plus vous passer de ces flacons tous mignons ! Ils pourront contenir vos shampooings, vos gels douches, vos démaquillants, vos eaux micellaires, vos huiles de massage…. Bref, le strict nécessaire (ou pas !) pour partir en vacances en toute légèreté ou pour alterner les soins beauté sans compter !Caractéristiques :En PET cristal transparent (solide et résistant aux chocs)Transportable (même en bagage cabine !) sans risque avec son bouchon en aluminiumNe contient ni bisphénol, ni phtalate, ni alkylphénol.Fabriqué en Europe.Précautions d'utilisation :Ne pas stocker à une chaleur supérieure à 40°C et éviter l'exposition directe au soleil.Ne convient pas au stockage d'huiles essentielles pures.Nettoyage à l'eau chaude savonneuseDésinfection à l'alcool et séchage à l'air libre;1,899996;www.compagnie-des-sens.fr/1408-home_default/trois-flacons-vides-cinquante-ml.jpg
955;Beurre de Karité BIO;Un beurre aux multiples vertus ! Issu des noix d’un arbre emblématique des savanes ouest-africaines, le beurre de Karité est utilisé depuis des siècles par les populations locales. On raconte même que la Reine Néfertiti l'utilisait régulièrement ! Ses propriétés nourrissantes, hydratantes et protectrices le rendent incontournable tant en aromathérapie qu’en cosmétique. S'il appartient bien à la grande famille des huiles végétales, il est solide à température ambiante et fond vers 35°C.  Idéal en cas de : Mains et lèvres sèches : appliquer une noisette de beurre sur les peaux sèches, masser en faisant des cercles. Cheveux déséchés, abimés : ajouter une noisette de beurre dans le shampoing ou le soin pour hydrater les cheveux en profondeur.  Prolongation du bronzage : appliquer une noix de beurre, à étaler et faire pénétrer sur les zones bronzées du corps.  Vendu en plaquette de 100g.;4,9;www.compagnie-des-sens.fr/955-home_default/beurre-de-karite-bio.jpg
956;Baume à lèvres à la Coco - Pack d'huiles végétales;Vivez sous le sunlight des tropiques avec la Coco !Ah, l'été ! Le soleil, la plage, les vacances, tout cela nous fait rêver ! On se projette sur un transat au soleil, sirotant un bon cocktail (sans alcool bien sûr...) directement dans une noix de Coco, fraîcheur et douceur fruitée caractéristique de ces vacances paradisiaques. Alors pourquoi ne pas prolonger le rêve en stimulant tous vos sens, en particulier l'odorat, lors de vos soins du visage ? Découvrez comment réaliser votre baume à lèvres à la Coco grâce à la recette créé par la Compagnie des Sens, pour allier la réparation et la nutrition des lèvres, au plaisir de l'odeur de la Coco. Ce mélange d'huiles végétales et de beurre de Karité, qui convient à toute la famille, vous plongera dans une douceur infinie teintée de soleil sucré. Profitez, c'est l'été sur vos lèvres !Pour faire vous-même votre mélange, ce pack contient :1 flacon d'huile végétale BIO de Coco - 50mL1 flacon d'huile végétale BIO de Germe de Blé - 50mL1 plaquette de beurre de Karité - 100g Offert : 1 fiche recette explicative Offert : 1 pot vide de 50mL avec une étiquette pour réaliser votre mélange;18,399999;www.compagnie-des-sens.fr/2048-home_default/baume-levres-coco-karite.jpg
958;Pot vide 50mL;Petit pot vide de 50mL en plastique transparent (PET) avec couvercleAvec son capuchon en aluminium, ce petit pot de 50mL est idéal pour transporter toutes vos préparations solides (notamment celles au beurre de Karité). Très pratique avec son design assez  plat, il se glisse facilement dans votre sac à mains pour avoir votre baume à lèvres maison toujours avec vous, ou dans votre valise pour emmener une petite quantité de votre beurre corporel en vacances. Bientôt, vous ne pourrez plus vous en passer ! Caractéristiques :En PET cristal transparent (solide et résistant aux chocs)Transportable (même en bagage cabine !) sans risque avec son bouchon en aluminiumNe contient ni bisphénol, ni phtalate, ni alkylphénol.Fabriqué en Europe.Précautions d'utilisation :Ne pas stocker à une chaleur supérieure à 40°C et éviter l'exposition directe au soleil.Ne convient pas au stockage d'huiles essentielles pures.Nettoyage à l'eau chaude savonneuseDésinfection à l'alcool et séchage à l'air libre;1,9;www.compagnie-des-sens.fr/1466-home_default/pot-vide-50ml.jpg
959;Démaquillant biphasé - Pack d'huiles végétales;Un démaquillant efficace en un geste !  Le démaquillage à l'huile est l'une des grandes tendances actuelles dans le monde de la beauté. Naturel, efficace, doux, que demander de plus ! Les huiles végétales sont une excellente alternative aux produits démaquillants habituels qui peuvent contenir des substances allergènes. Toute huile végétale peut être utilisée comme démaquillant mais certaines sont plus recommandées pour leurs propriétés cosmétiques. La Compagnie des Sens a concentré les bienfaits des huiles végétales de Coco, de Ricin et de Noyaux d'Abricot pour vous proposer un démaquillant biphasé d'une redoutable efficacité !Pour faire vous-même votre mélange, ce pack contient :1 flacon d'huile végétale BIO de Coco - 50mL1 flacon d'huile végétale BIO de Noyaux d'Abricot - 50mL1 flacon d'huile végétale BIO de Ricin - 50mL Offert : 1 fiche recette explicative Offert : 1 flacon vide de 100mL pour réaliser son mélange Offert : 1 étiquette vierge pour personnaliser son flacon;14,204;www.compagnie-des-sens.fr/2062-home_default/demaquillant-biphase-pack-d-huiles-vegetales.jpg
